,best_fitness_19521281,num of evaluation calls
0,35511.09067,512
1,35511.09067,1024
2,8058.28578,1536
3,8058.28578,2048
4,8058.28578,2560
5,8058.28578,3072
6,8058.28578,3584
7,5235.4592,4096
8,5235.4592,4608
9,4301.45382,5120
10,4301.45382,5632
11,3653.24096,6144
12,3653.24096,6656
13,3245.74638,7168
14,3245.74638,7680
15,3245.74638,8192
16,3245.74638,8704
17,3245.74638,9216
18,2035.98175,9728
19,2035.98175,10240
20,2035.98175,10752
21,1643.53828,11264
22,629.09114,11776
23,629.09114,12288
24,629.09114,12800
25,629.09114,13312
26,629.09114,13824
27,629.09114,14336
28,629.09114,14848
29,629.09114,15360
30,629.09114,15872
31,629.09114,16384
32,301.339,16896
33,301.339,17408
34,301.339,17920
35,301.339,18432
36,301.339,18944
37,301.339,19456
38,87.01975,19968
39,87.01975,20480
40,87.01975,20992
41,87.01975,21504
42,87.01975,22016
43,87.01975,22528
44,87.01975,23040
45,87.01975,23552
46,87.01975,24064
47,87.01975,24576
48,87.01975,25088
49,87.01975,25600
50,87.01975,26112
51,87.01975,26624
52,87.01975,27136
53,87.01975,27648
54,87.01975,28160
55,87.01975,28672
56,55.76473,29184
57,55.76473,29696
58,55.76473,30208
59,55.76473,30720
60,55.76473,31232
61,55.76473,31744
62,55.76473,32256
63,55.76473,32768
64,55.76473,33280
65,55.76473,33792
66,55.76473,34304
67,55.76473,34816
68,40.65896,35328
69,40.65896,35840
70,40.65896,36352
71,40.65896,36864
72,40.65896,37376
73,40.65896,37888
74,27.84716,38400
75,27.84716,38912
76,27.84716,39424
77,27.84716,39936
78,27.84716,40448
79,27.84716,40960
80,27.84716,41472
81,27.84716,41984
82,27.84716,42496
83,27.84716,43008
84,27.84716,43520
85,27.84716,44032
86,27.84716,44544
87,27.84716,45056
88,27.84716,45568
89,27.84716,46080
90,27.84716,46592
91,21.87431,47104
92,21.87431,47616
93,21.87431,48128
94,21.87431,48640
95,21.87431,49152
96,17.30366,49664
97,17.30366,50176
98,17.30366,50688
99,17.30366,51200
100,17.30366,51712
101,17.30366,52224
102,15.27376,52736
103,14.91433,53248
104,14.91433,53760
105,14.91433,54272
106,14.91433,54784
107,11.82361,55296
108,11.82361,55808
109,11.82361,56320
110,11.82361,56832
111,11.82361,57344
112,11.82361,57856
113,11.82361,58368
114,9.9603,58880
115,9.9603,59392
116,9.9603,59904
117,9.9603,60416
118,9.9603,60928
119,9.9603,61440
120,9.9603,61952
121,9.9603,62464
122,9.9603,62976
123,9.9603,63488
124,9.9603,64000
125,9.9603,64512
126,9.9603,65024
127,9.00942,65536
128,9.00942,66048
129,8.27519,66560
130,8.27519,67072
131,8.27519,67584
132,8.27519,68096
133,8.27519,68608
134,8.27519,69120
135,8.27519,69632
136,8.27519,70144
137,8.27519,70656
138,8.27519,71168
139,8.27519,71680
140,8.27519,72192
141,8.27519,72704
142,7.98204,73216
