,best_fitness_19521284,num of evaluation calls
0,0.73306,1024
1,0.73306,2048
2,0.73306,3072
3,0.57956,4096
4,0.57956,5120
5,0.18453,6144
6,0.18453,7168
7,0.0769,8192
8,0.04747,9216
9,0.04747,10240
10,0.04747,11264
11,0.04747,12288
12,0.04747,13312
13,0.04747,14336
14,0.0384,15360
15,0.0384,16384
16,0.03477,17408
17,0.03477,18432
18,0.03477,19456
19,0.02969,20480
20,0.02969,21504
21,0.02969,22528
22,0.0235,23552
23,0.0235,24576
24,0.0235,25600
25,0.0235,26624
26,0.0235,27648
27,0.0235,28672
28,0.0235,29696
29,0.01439,30720
30,0.01439,31744
31,0.00876,32768
32,0.00876,33792
33,0.00876,34816
34,0.00876,35840
35,0.00876,36864
36,0.00876,37888
37,0.00876,38912
38,0.00876,39936
39,0.00876,40960
40,0.00876,41984
41,0.00876,43008
42,0.00876,44032
43,0.00876,45056
44,0.00876,46080
45,0.00876,47104
46,0.00876,48128
47,0.00851,49152
48,0.00851,50176
49,0.00851,51200
50,0.00769,52224
51,0.00769,53248
52,0.00302,54272
53,0.00302,55296
54,0.00302,56320
55,0.00271,57344
56,0.00271,58368
57,0.00271,59392
58,0.00271,60416
59,0.00271,61440
60,0.0018,62464
61,0.0018,63488
62,0.0018,64512
63,0.0018,65536
64,0.0018,66560
65,0.0018,67584
66,0.00049,68608
67,0.00049,69632
68,0.00049,70656
69,0.00049,71680
70,0.00049,72704
71,0.00049,73728
72,0.00049,74752
73,0.00049,75776
74,0.00049,76800
75,0.00049,77824
76,0.00049,78848
77,0.00049,79872
78,0.00049,80896
79,0.00049,81920
80,0.00034,82944
81,0.00034,83968
82,0.00034,84992
83,0.00034,86016
84,0.00034,87040
85,0.00033,88064
86,8e-05,89088
87,4e-05,90112
88,4e-05,91136
89,4e-05,92160
90,4e-05,93184
91,4e-05,94208
92,4e-05,95232
93,4e-05,96256
94,4e-05,97280
95,4e-05,98304
96,4e-05,99328
97,2e-05,100352
98,2e-05,101376
99,2e-05,102400
100,2e-05,103424
101,2e-05,104448
102,2e-05,105472
103,1e-05,106496
104,1e-05,107520
105,1e-05,108544
106,1e-05,109568
107,1e-05,110592
108,1e-05,111616
109,1e-05,112640
110,0.0,113664
111,0.0,114688
112,0.0,115712
113,0.0,116736
114,0.0,117760
115,0.0,118784
116,0.0,119808
117,0.0,120832
118,0.0,121856
119,0.0,122880
120,0.0,123904
121,0.0,124928
122,0.0,125952
123,0.0,126976
124,0.0,128000
125,0.0,129024
126,0.0,130048
127,0.0,131072
128,0.0,132096
129,0.0,133120
130,0.0,134144
131,0.0,135168
132,0.0,136192
133,0.0,137216
134,0.0,138240
135,0.0,139264
136,0.0,140288
137,0.0,141312
138,0.0,142336
139,0.0,143360
140,0.0,144384
141,0.0,145408
142,0.0,146432
143,0.0,147456
144,0.0,148480
145,0.0,149504
146,0.0,150528
147,0.0,151552
148,0.0,152576
149,0.0,153600
150,0.0,154624
151,0.0,155648
152,0.0,156672
153,0.0,157696
154,0.0,158720
155,0.0,159744
156,0.0,160768
157,0.0,161792
158,0.0,162816
159,0.0,163840
160,0.0,164864
