,best_fitness_19521289,num of evaluation calls
0,1.24,129
1,1.34,257
2,1.88,385
3,1.29,513
4,1.15,641
5,1.05,769
6,1.12,897
7,1.04,1025
8,1.01,1153
9,1.02,1281
10,1.03,1409
11,1.02,1537
12,1.0,1665
13,1.0,1793
14,1.0,1921
15,1.0,2049
16,1.0,2177
17,1.0,2305
18,1.0,2433
19,1.0,2561
20,1.0,2689
21,1.0,2817
22,0.99,2945
23,0.99,3073
24,0.99,3201
25,0.99,3329
26,0.99,3457
27,0.99,3585
28,0.99,3713
29,0.99,3841
30,0.99,3969
31,0.99,4097
32,0.99,4225
33,0.99,4353
34,0.99,4481
35,0.99,4609
36,0.99,4737
37,0.99,4865
38,0.99,4993
39,0.99,5121
40,0.99,5249
41,0.99,5377
42,0.99,5505
