,best_fitness_19521281,num of evaluation calls
0,19.97,513
1,20.0,1025
2,19.97,1537
3,19.98,2049
4,19.96,2561
5,19.97,3073
6,19.97,3585
7,19.96,4097
8,19.96,4609
9,19.96,5121
10,19.96,5633
11,19.96,6145
12,19.96,6657
13,19.96,7169
14,19.96,7681
15,19.96,8193
16,19.96,8705
17,19.96,9217
18,19.96,9729
19,19.96,10241
20,19.96,10753
21,19.96,11265
22,19.96,11777
23,19.96,12289
24,19.96,12801
25,19.96,13313
26,19.96,13825
27,19.96,14337
28,19.96,14849
29,19.96,15361
30,19.96,15873
31,19.96,16385
32,19.96,16897
33,19.96,17409
34,19.96,17921
35,19.96,18433
36,19.96,18945
37,19.96,19457
38,19.96,19969
