,best_fitness_19521281,num of evaluation calls
0,45021.44823,1024
1,38523.73031,2048
2,10257.70953,3072
3,10257.70953,4096
4,10257.70953,5120
5,10257.70953,6144
6,10257.70953,7168
7,10257.70953,8192
8,6577.17851,9216
9,6577.17851,10240
10,5725.66701,11264
11,5725.66701,12288
12,3648.24312,13312
13,3648.24312,14336
14,1753.54384,15360
15,1753.54384,16384
16,1753.54384,17408
17,1230.3294,18432
18,1230.3294,19456
19,1230.3294,20480
20,1230.3294,21504
21,1230.3294,22528
22,1230.3294,23552
23,803.9502,24576
24,803.9502,25600
25,803.9502,26624
26,693.97267,27648
27,693.97267,28672
28,284.42919,29696
29,284.42919,30720
30,284.42919,31744
31,284.42919,32768
32,284.42919,33792
33,284.42919,34816
34,284.42919,35840
35,284.42919,36864
36,284.42919,37888
37,274.70097,38912
38,274.70097,39936
39,245.36395,40960
40,245.36395,41984
41,245.36395,43008
42,245.36395,44032
43,240.82811,45056
44,233.17155,46080
45,80.89082,47104
46,80.89082,48128
47,80.89082,49152
48,80.89082,50176
49,80.89082,51200
50,80.89082,52224
51,80.89082,53248
52,80.89082,54272
53,77.60649,55296
54,77.60649,56320
55,77.60649,57344
56,77.60649,58368
57,77.60649,59392
58,77.60649,60416
59,77.60649,61440
60,77.60649,62464
61,77.60649,63488
62,77.60649,64512
63,76.03037,65536
64,71.30833,66560
65,71.30833,67584
66,71.30833,68608
67,71.30833,69632
68,40.71795,70656
69,40.71795,71680
70,40.71795,72704
71,40.71795,73728
72,28.33086,74752
73,28.33086,75776
74,28.33086,76800
75,28.33086,77824
76,28.33086,78848
77,28.33086,79872
78,28.33086,80896
79,28.33086,81920
80,28.33086,82944
81,21.00013,83968
82,21.00013,84992
83,21.00013,86016
84,21.00013,87040
85,21.00013,88064
86,18.84224,89088
87,18.84224,90112
88,18.84224,91136
89,18.84224,92160
90,18.84224,93184
91,18.84224,94208
92,18.84224,95232
93,18.84224,96256
94,15.35438,97280
95,15.35438,98304
96,15.35438,99328
97,15.35438,100352
98,15.35438,101376
99,15.35438,102400
100,15.35438,103424
101,15.35438,104448
102,15.35438,105472
103,15.35438,106496
104,15.35438,107520
105,15.35438,108544
106,15.35438,109568
107,11.32612,110592
108,11.32612,111616
109,11.32612,112640
110,11.32612,113664
111,11.32612,114688
112,11.32612,115712
113,11.32612,116736
114,11.32612,117760
115,11.32612,118784
116,11.32612,119808
117,10.27392,120832
118,10.27392,121856
119,10.27392,122880
120,10.27392,123904
121,10.27392,124928
122,10.27392,125952
123,10.27392,126976
124,10.27392,128000
125,10.27392,129024
126,10.27392,130048
127,9.91154,131072
128,9.91154,132096
129,9.91154,133120
130,9.54999,134144
131,9.30426,135168
132,9.30426,136192
133,9.30426,137216
134,9.30426,138240
135,9.1344,139264
136,9.1344,140288
137,9.1344,141312
138,9.01477,142336
139,8.38296,143360
140,8.38296,144384
141,8.25667,145408
142,8.25667,146432
143,8.25667,147456
144,8.25667,148480
145,8.09807,149504
146,8.09807,150528
147,7.81634,151552
148,7.81634,152576
149,7.81634,153600
150,7.81634,154624
151,7.6969,155648
