,best_fitness_19521282,num of evaluation calls
0,17.47158,1024
1,17.47158,2048
2,15.91239,3072
3,15.91239,4096
4,15.91239,5120
5,15.91239,6144
6,15.91239,7168
7,14.42985,8192
8,14.42985,9216
9,14.42985,10240
10,13.20482,11264
11,13.20482,12288
12,12.8411,13312
13,12.8411,14336
14,12.8411,15360
15,12.8411,16384
16,12.8411,17408
17,12.33774,18432
18,12.33774,19456
19,10.40631,20480
20,10.40631,21504
21,10.40631,22528
22,9.62139,23552
23,9.10266,24576
24,9.10266,25600
25,9.10266,26624
26,7.83464,27648
27,7.83464,28672
28,7.54769,29696
29,7.54769,30720
30,7.49973,31744
31,7.49973,32768
32,7.49973,33792
33,7.49973,34816
34,5.57377,35840
35,5.57377,36864
36,5.57377,37888
37,5.57377,38912
38,5.57377,39936
39,5.57377,40960
40,5.57377,41984
41,5.42472,43008
42,5.42472,44032
43,4.62741,45056
44,4.62258,46080
45,4.62258,47104
46,4.47139,48128
47,4.2111,49152
48,4.05801,50176
49,4.05801,51200
50,4.05801,52224
51,4.05801,53248
52,4.01461,54272
53,3.36872,55296
54,3.36872,56320
55,3.22045,57344
56,3.22045,58368
57,3.22045,59392
58,3.22045,60416
59,3.04092,61440
60,2.79414,62464
61,2.21399,63488
62,2.21399,64512
63,2.21399,65536
64,2.21399,66560
65,2.21399,67584
66,2.21399,68608
67,2.21399,69632
68,1.97692,70656
69,1.97692,71680
70,1.97692,72704
71,1.77548,73728
72,1.77548,74752
73,1.4508,75776
74,1.4508,76800
75,0.97465,77824
76,0.97465,78848
77,0.97465,79872
78,0.92425,80896
79,0.92425,81920
80,0.92425,82944
81,0.89794,83968
82,0.89794,84992
83,0.89794,86016
84,0.7472,87040
85,0.6719,88064
86,0.58293,89088
87,0.57683,90112
88,0.41409,91136
89,0.41409,92160
90,0.41409,93184
91,0.39209,94208
92,0.36331,95232
93,0.30701,96256
94,0.23222,97280
95,0.23222,98304
96,0.23222,99328
97,0.23222,100352
98,0.23222,101376
99,0.21672,102400
100,0.21672,103424
101,0.21295,104448
102,0.17941,105472
103,0.14371,106496
104,0.14371,107520
105,0.13212,108544
106,0.13212,109568
107,0.13212,110592
108,0.13212,111616
109,0.08457,112640
110,0.08457,113664
111,0.08457,114688
112,0.08457,115712
113,0.07262,116736
114,0.07151,117760
115,0.06449,118784
116,0.06449,119808
117,0.06449,120832
118,0.0539,121856
119,0.0539,122880
120,0.0539,123904
121,0.0524,124928
122,0.0524,125952
123,0.04642,126976
124,0.04642,128000
125,0.04617,129024
126,0.04617,130048
127,0.03482,131072
128,0.03364,132096
129,0.03364,133120
130,0.02713,134144
131,0.02713,135168
132,0.02344,136192
133,0.02344,137216
134,0.02344,138240
135,0.02205,139264
