,best_fitness_19521289,num of evaluation calls
0,785734.39,33
1,453179.24,65
2,223594.67,97
3,118486.14,129
4,89108.79,161
5,29223.7,193
6,32199.97,225
7,8805.28,257
8,4602.03,289
9,2860.54,321
10,4699.51,353
11,948.43,385
12,938.78,417
13,3251.36,449
14,1023.67,481
15,765.95,513
16,377.34,545
17,405.88,577
18,252.0,609
19,291.2,641
20,168.41,673
21,157.24,705
22,169.61,737
23,153.52,769
24,157.46,801
25,121.42,833
26,109.14,865
27,104.4,897
28,82.24,929
29,104.24,961
30,85.16,993
31,83.66,1025
32,80.25,1057
33,80.93,1089
34,79.91,1121
35,79.74,1153
36,79.6,1185
37,78.75,1217
38,78.93,1249
39,78.63,1281
40,78.76,1313
41,78.55,1345
42,78.53,1377
43,78.28,1409
44,78.13,1441
45,77.88,1473
46,78.26,1505
47,77.86,1537
48,77.85,1569
49,77.91,1601
50,77.85,1633
51,77.81,1665
52,77.91,1697
53,77.81,1729
54,77.81,1761
55,77.8,1793
56,77.77,1825
57,77.76,1857
58,77.77,1889
59,77.76,1921
60,77.74,1953
61,77.74,1985
62,77.73,2017
63,77.74,2049
64,77.73,2081
65,77.73,2113
66,77.73,2145
67,77.73,2177
68,77.73,2209
69,77.72,2241
70,77.71,2273
71,77.71,2305
72,77.71,2337
73,77.71,2369
74,77.71,2401
75,77.7,2433
76,77.7,2465
77,77.7,2497
78,77.7,2529
79,77.7,2561
80,77.7,2593
81,77.69,2625
82,77.69,2657
83,77.69,2689
84,77.69,2721
85,77.69,2753
86,77.69,2785
87,77.69,2817
88,77.69,2849
89,77.69,2881
90,77.68,2913
91,77.69,2945
92,77.68,2977
93,77.68,3009
94,77.68,3041
95,77.68,3073
96,77.68,3105
97,77.68,3137
98,77.68,3169
99,77.68,3201
100,77.68,3233
101,77.68,3265
102,77.68,3297
103,77.68,3329
104,77.68,3361
105,77.68,3393
106,77.67,3425
107,77.67,3457
108,77.67,3489
109,77.67,3521
110,77.67,3553
111,77.67,3585
112,77.67,3617
113,77.67,3649
114,77.67,3681
115,77.67,3713
116,77.67,3745
117,77.67,3777
118,77.67,3809
119,77.67,3841
120,77.67,3873
121,77.67,3905
122,77.67,3937
123,77.67,3969
124,77.67,4001
125,77.66,4033
126,77.66,4065
127,77.66,4097
128,77.66,4129
129,77.66,4161
130,77.66,4193
131,77.66,4225
132,77.66,4257
133,77.66,4289
134,77.66,4321
135,77.66,4353
136,77.65,4385
137,77.65,4417
138,77.65,4449
139,77.65,4481
140,77.65,4513
141,77.65,4545
142,77.65,4577
143,77.65,4609
144,77.65,4641
145,77.65,4673
146,77.65,4705
147,77.65,4737
148,77.65,4769
149,77.65,4801
150,77.65,4833
151,77.65,4865
152,77.65,4897
153,77.65,4929
154,77.65,4961
155,77.65,4993
156,77.65,5025
157,77.64,5057
158,77.64,5089
159,77.64,5121
160,77.64,5153
161,77.64,5185
162,77.64,5217
163,77.64,5249
164,77.64,5281
165,77.64,5313
166,77.64,5345
167,77.63,5377
168,77.63,5409
169,77.63,5441
170,77.63,5473
171,77.63,5505
172,77.63,5537
173,77.63,5569
174,77.63,5601
175,77.63,5633
176,77.63,5665
177,77.63,5697
178,77.63,5729
179,77.63,5761
180,77.63,5793
181,77.63,5825
182,77.62,5857
183,77.62,5889
184,77.62,5921
185,77.62,5953
186,77.62,5985
187,77.62,6017
188,77.62,6049
189,77.62,6081
190,77.62,6113
191,77.62,6145
192,77.62,6177
193,77.62,6209
194,77.62,6241
195,77.62,6273
196,77.61,6305
197,77.61,6337
198,77.61,6369
199,77.61,6401
200,77.61,6433
201,77.61,6465
202,77.61,6497
203,77.61,6529
204,77.61,6561
205,77.61,6593
206,77.61,6625
207,77.61,6657
208,77.61,6689
209,77.61,6721
210,77.6,6753
211,77.6,6785
