,best_fitness_19521290,num of evaluation calls
0,78.175,512
1,78.175,1024
2,78.175,1536
3,78.175,2048
4,78.175,2560
5,78.175,3072
6,78.175,3584
7,78.175,4096
8,58.00548,4608
9,58.00548,5120
10,58.00548,5632
11,58.00548,6144
12,58.00548,6656
13,58.00548,7168
14,58.00548,7680
15,58.00548,8192
16,58.00548,8704
17,58.00548,9216
18,58.00548,9728
19,58.00548,10240
20,57.1047,10752
21,57.1047,11264
22,57.1047,11776
23,44.42097,12288
24,44.42097,12800
25,44.42097,13312
26,44.42097,13824
27,44.42097,14336
28,40.61576,14848
29,40.61576,15360
30,40.61576,15872
31,40.61576,16384
32,40.61576,16896
33,40.61576,17408
34,40.61576,17920
35,40.61576,18432
36,40.61576,18944
37,40.61576,19456
38,40.61576,19968
39,40.61576,20480
40,40.61576,20992
41,40.61576,21504
42,40.61576,22016
43,40.61576,22528
44,40.61576,23040
45,40.61576,23552
46,33.88612,24064
47,33.88612,24576
48,31.57832,25088
49,31.57832,25600
50,31.57832,26112
51,31.57832,26624
52,31.57832,27136
53,31.57832,27648
54,31.57832,28160
55,31.57832,28672
56,31.57832,29184
57,31.57832,29696
58,31.57832,30208
59,31.57832,30720
60,31.10495,31232
61,31.10495,31744
62,31.10495,32256
63,31.10495,32768
64,31.10495,33280
65,31.10495,33792
66,31.10495,34304
67,28.5418,34816
68,19.46522,35328
69,19.46522,35840
70,19.46522,36352
71,19.46522,36864
72,19.46522,37376
73,19.46522,37888
74,19.46522,38400
75,19.46522,38912
76,19.46522,39424
77,19.46522,39936
78,19.46522,40448
79,19.46522,40960
80,19.46522,41472
81,19.46522,41984
82,19.46522,42496
83,19.46522,43008
84,19.46522,43520
85,19.46522,44032
86,19.46522,44544
87,19.46522,45056
88,19.46522,45568
89,19.46522,46080
90,19.46522,46592
91,19.46522,47104
92,19.46522,47616
93,19.46522,48128
94,19.46522,48640
95,19.46522,49152
96,19.46522,49664
97,19.46522,50176
98,19.46522,50688
99,19.46522,51200
100,19.46522,51712
101,19.46522,52224
102,19.46522,52736
103,19.46522,53248
104,19.46522,53760
105,19.46522,54272
106,19.46522,54784
107,19.46522,55296
108,19.46522,55808
109,15.9808,56320
110,15.9808,56832
111,15.9808,57344
112,15.9808,57856
113,15.9808,58368
114,15.9808,58880
115,15.9808,59392
116,15.9808,59904
117,15.9808,60416
118,15.9808,60928
119,15.9808,61440
120,15.9808,61952
121,15.9808,62464
122,15.9808,62976
123,15.9808,63488
124,15.9808,64000
125,15.9808,64512
126,15.9808,65024
127,15.9808,65536
128,15.9808,66048
129,15.9808,66560
130,15.9808,67072
131,15.9808,67584
132,15.9808,68096
133,15.9808,68608
134,15.9808,69120
135,15.9808,69632
136,15.9808,70144
137,15.9808,70656
138,15.9808,71168
139,15.9808,71680
140,15.9808,72192
141,15.9808,72704
142,15.9808,73216
143,15.9808,73728
144,15.9808,74240
145,15.9808,74752
146,15.9808,75264
147,15.9808,75776
148,15.9808,76288
149,15.9808,76800
150,15.9808,77312
151,15.9808,77824
152,15.9808,78336
153,15.9808,78848
154,15.9808,79360
155,14.91183,79872
156,14.91183,80384
157,14.91183,80896
158,14.91183,81408
159,14.91183,81920
160,14.91183,82432
161,14.91183,82944
162,14.91183,83456
163,14.91183,83968
164,14.91183,84480
165,14.91183,84992
166,14.91183,85504
167,14.90753,86016
168,14.90753,86528
169,14.90753,87040
170,14.90753,87552
171,14.90753,88064
172,14.83922,88576
173,14.83922,89088
174,14.83922,89600
175,14.83922,90112
176,14.83922,90624
177,14.83922,91136
178,14.83922,91648
179,14.83922,92160
180,14.54788,92672
181,14.54788,93184
182,14.54788,93696
183,13.21175,94208
184,13.21175,94720
185,11.72712,95232
186,11.72712,95744
187,11.72712,96256
188,11.72712,96768
189,11.72712,97280
190,10.17605,97792
191,10.17605,98304
192,10.17605,98816
193,10.17605,99328
194,10.17605,99840
195,10.17605,100352
196,10.17605,100864
197,10.17605,101376
198,10.17605,101888
199,10.17605,102400
200,10.17605,102912
201,10.17605,103424
202,10.17605,103936
203,10.17605,104448
204,10.17605,104960
205,10.17605,105472
206,10.17605,105984
207,10.17605,106496
208,10.17605,107008
209,10.17605,107520
210,10.17605,108032
211,10.17605,108544
212,10.17605,109056
213,10.17605,109568
214,10.17605,110080
215,10.17605,110592
216,10.17605,111104
217,10.17605,111616
218,10.17605,112128
219,10.17605,112640
220,10.17605,113152
221,10.17605,113664
222,10.17605,114176
223,10.17605,114688
224,10.17605,115200
225,10.17605,115712
226,10.17605,116224
227,10.17605,116736
228,10.17605,117248
229,10.17605,117760
230,10.17605,118272
231,10.17605,118784
232,10.17605,119296
233,10.17605,119808
234,10.17605,120320
235,10.17605,120832
236,10.17605,121344
237,10.17605,121856
238,10.17605,122368
239,10.17605,122880
240,10.17605,123392
241,10.17605,123904
242,10.17605,124416
243,10.17605,124928
244,10.17605,125440
245,10.17605,125952
246,9.29397,126464
247,9.29397,126976
248,9.29397,127488
249,9.29397,128000
250,9.29397,128512
251,9.29397,129024
252,8.61691,129536
253,8.61691,130048
254,8.61691,130560
255,8.61691,131072
256,8.61691,131584
257,8.61691,132096
258,8.61691,132608
259,8.61691,133120
260,8.61691,133632
261,8.61691,134144
262,8.61691,134656
263,8.61691,135168
264,8.61691,135680
265,8.61691,136192
266,8.61691,136704
267,8.61691,137216
268,8.61691,137728
269,8.61691,138240
270,8.61691,138752
271,8.61691,139264
272,8.61691,139776
273,8.61691,140288
274,8.61691,140800
275,8.61691,141312
276,8.61691,141824
277,7.76335,142336
278,7.76335,142848
279,7.76335,143360
280,7.76335,143872
281,7.76335,144384
282,7.76335,144896
283,7.76335,145408
284,7.76335,145920
285,7.76335,146432
286,7.76335,146944
287,7.76335,147456
288,7.76335,147968
289,7.76335,148480
290,7.76335,148992
291,7.76335,149504
292,7.76335,150016
293,7.76335,150528
294,7.76335,151040
295,7.76335,151552
296,7.76335,152064
297,7.76335,152576
298,7.76335,153088
299,7.76335,153600
300,7.76335,154112
301,7.76335,154624
302,7.76335,155136
303,7.76335,155648
304,7.76335,156160
305,7.76335,156672
306,7.76335,157184
307,7.76335,157696
308,7.76335,158208
309,7.76335,158720
310,7.76335,159232
311,7.76335,159744
312,7.76335,160256
313,7.76335,160768
314,7.76335,161280
315,7.76335,161792
316,7.76335,162304
317,7.76335,162816
318,7.76335,163328
319,7.76335,163840
320,7.76335,164352
321,7.76335,164864
322,7.76335,165376
323,7.76335,165888
324,7.76335,166400
325,7.76335,166912
326,7.76335,167424
327,7.76335,167936
328,7.76335,168448
329,7.76335,168960
330,7.76335,169472
331,7.76335,169984
332,7.76335,170496
333,7.76335,171008
334,7.76335,171520
335,7.76335,172032
336,7.76335,172544
337,6.9444,173056
338,6.9444,173568
339,6.9444,174080
340,6.9444,174592
341,6.9444,175104
342,6.9444,175616
343,6.9444,176128
344,6.9444,176640
345,6.9444,177152
