,best_fitness_19521287,num of evaluation calls
0,21.92525,512
1,21.92525,1024
2,21.92525,1536
3,21.50088,2048
4,17.97879,2560
5,11.70677,3072
6,11.70677,3584
7,11.70677,4096
8,8.61687,4608
9,8.61687,5120
10,7.52702,5632
11,6.35878,6144
12,6.35878,6656
13,6.35878,7168
14,6.35878,7680
15,5.13333,8192
16,5.13333,8704
17,4.63429,9216
18,1.47157,9728
19,1.47157,10240
20,1.47157,10752
21,1.47157,11264
22,1.47157,11776
23,1.03278,12288
24,1.03278,12800
25,1.03278,13312
26,0.9448,13824
27,0.93073,14336
28,0.93073,14848
29,0.93073,15360
30,0.93073,15872
31,0.37132,16384
32,0.37132,16896
33,0.37132,17408
34,0.37132,17920
35,0.37132,18432
36,0.37132,18944
37,0.37132,19456
38,0.37132,19968
39,0.32093,20480
40,0.14142,20992
41,0.14142,21504
42,0.14142,22016
43,0.14142,22528
44,0.14142,23040
45,0.14142,23552
46,0.14142,24064
47,0.10606,24576
48,0.10555,25088
49,0.07773,25600
50,0.07773,26112
51,0.07499,26624
52,0.01569,27136
53,0.01569,27648
54,0.01569,28160
55,0.01569,28672
56,0.01569,29184
57,0.01569,29696
58,0.01569,30208
59,0.01569,30720
60,0.01569,31232
61,0.01569,31744
62,0.01569,32256
63,0.01347,32768
64,0.01347,33280
65,0.00528,33792
66,0.00528,34304
67,0.00528,34816
68,0.00528,35328
69,0.00528,35840
70,0.00528,36352
71,0.00528,36864
72,0.00259,37376
73,0.00259,37888
74,0.00259,38400
75,0.00259,38912
76,0.00259,39424
77,0.00259,39936
78,0.00259,40448
79,0.00259,40960
80,0.00204,41472
81,0.00204,41984
82,0.00204,42496
83,0.00204,43008
84,0.00114,43520
85,0.00103,44032
86,0.00103,44544
87,0.00103,45056
88,0.00063,45568
89,0.00063,46080
90,0.00063,46592
91,0.00063,47104
92,0.00061,47616
93,0.00052,48128
94,0.00038,48640
95,0.00038,49152
96,0.00038,49664
97,0.00038,50176
98,0.00038,50688
99,0.00033,51200
100,0.00033,51712
101,0.00016,52224
102,0.00016,52736
103,0.00015,53248
104,0.00015,53760
105,0.00015,54272
106,0.00012,54784
107,0.00012,55296
108,0.00012,55808
109,8e-05,56320
110,8e-05,56832
111,8e-05,57344
112,6e-05,57856
113,6e-05,58368
114,6e-05,58880
115,5e-05,59392
116,3e-05,59904
117,3e-05,60416
118,3e-05,60928
119,3e-05,61440
120,2e-05,61952
121,2e-05,62464
122,2e-05,62976
123,1e-05,63488
124,1e-05,64000
125,1e-05,64512
126,1e-05,65024
127,1e-05,65536
128,1e-05,66048
129,1e-05,66560
130,0.0,67072
131,0.0,67584
132,0.0,68096
133,0.0,68608
134,0.0,69120
135,0.0,69632
136,0.0,70144
137,0.0,70656
138,0.0,71168
139,0.0,71680
140,0.0,72192
141,0.0,72704
142,0.0,73216
143,0.0,73728
144,0.0,74240
145,0.0,74752
146,0.0,75264
147,0.0,75776
148,0.0,76288
149,0.0,76800
150,0.0,77312
151,0.0,77824
152,0.0,78336
153,0.0,78848
154,0.0,79360
155,0.0,79872
156,0.0,80384
157,0.0,80896
158,0.0,81408
159,0.0,81920
160,0.0,82432
161,0.0,82944
162,0.0,83456
163,0.0,83968
164,0.0,84480
165,0.0,84992
166,0.0,85504
167,0.0,86016
168,0.0,86528
169,0.0,87040
170,0.0,87552
171,0.0,88064
172,0.0,88576
173,0.0,89088
174,0.0,89600
175,0.0,90112
176,0.0,90624
177,0.0,91136
178,0.0,91648
179,0.0,92160
180,0.0,92672
181,0.0,93184
182,0.0,93696
183,0.0,94208
184,0.0,94720
185,0.0,95232
186,0.0,95744
187,0.0,96256
188,0.0,96768
189,0.0,97280
190,0.0,97792
191,0.0,98304
192,0.0,98816
193,0.0,99328
194,0.0,99840
195,0.0,100352
196,0.0,100864
197,0.0,101376
198,0.0,101888
199,0.0,102400
200,0.0,102912
201,0.0,103424
202,0.0,103936
203,0.0,104448
204,0.0,104960
205,0.0,105472
