,best_fitness_19521290,num of evaluation calls
0,1.15445,64
1,1.15445,128
2,1.15445,192
3,1.15445,256
4,1.15445,320
5,1.07744,384
6,1.07744,448
7,0.74379,512
8,0.74379,576
9,0.74379,640
10,0.32206,704
11,0.32206,768
12,0.32206,832
13,0.09928,896
14,0.09928,960
15,0.09928,1024
16,0.09928,1088
17,0.09928,1152
18,0.09928,1216
19,0.09928,1280
20,0.09928,1344
21,0.09928,1408
22,0.01993,1472
23,0.01993,1536
24,0.01993,1600
25,0.01993,1664
26,0.01993,1728
27,0.01993,1792
28,0.01993,1856
29,0.01993,1920
30,0.01993,1984
31,0.01993,2048
32,0.01993,2112
33,0.01993,2176
34,0.01993,2240
35,0.01993,2304
36,0.01993,2368
37,0.01993,2432
38,0.01993,2496
39,0.01993,2560
40,0.01993,2624
41,0.01993,2688
42,0.01993,2752
43,0.01993,2816
44,0.01853,2880
45,0.01853,2944
46,0.01853,3008
47,0.01853,3072
48,0.01853,3136
49,0.01853,3200
50,0.01853,3264
51,0.01468,3328
52,0.01468,3392
53,0.01468,3456
54,0.01468,3520
55,0.00915,3584
56,0.00836,3648
57,0.00836,3712
58,0.00836,3776
59,0.0016,3840
60,0.0016,3904
61,0.0016,3968
62,1e-05,4032
63,1e-05,4096
64,1e-05,4160
65,1e-05,4224
66,1e-05,4288
67,1e-05,4352
68,1e-05,4416
69,1e-05,4480
70,1e-05,4544
71,1e-05,4608
72,1e-05,4672
73,1e-05,4736
74,1e-05,4800
75,1e-05,4864
76,1e-05,4928
77,1e-05,4992
78,1e-05,5056
79,1e-05,5120
80,1e-05,5184
81,1e-05,5248
82,1e-05,5312
83,1e-05,5376
84,1e-05,5440
85,1e-05,5504
86,1e-05,5568
87,1e-05,5632
88,1e-05,5696
89,1e-05,5760
90,1e-05,5824
91,1e-05,5888
92,1e-05,5952
93,1e-05,6016
94,1e-05,6080
95,1e-05,6144
96,1e-05,6208
97,1e-05,6272
98,1e-05,6336
99,1e-05,6400
100,0.0,6464
101,0.0,6528
102,0.0,6592
103,0.0,6656
104,0.0,6720
105,0.0,6784
106,0.0,6848
107,0.0,6912
108,0.0,6976
109,0.0,7040
110,0.0,7104
111,0.0,7168
112,0.0,7232
113,0.0,7296
114,0.0,7360
115,0.0,7424
116,0.0,7488
117,0.0,7552
118,0.0,7616
119,0.0,7680
120,0.0,7744
121,0.0,7808
122,0.0,7872
123,0.0,7936
124,0.0,8000
125,0.0,8064
126,0.0,8128
127,0.0,8192
